Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI_14,Volatility_20,BB_Upper,BB_Lower,ATR_14,Support_20,Resistance_20,Volume_SMA_20,Volume_Ratio,Drawdown_50,RSI_14_lag1,RSI_14_lag2,MACD_lag1,MACD_lag2,Daily_Return_lag1,Volume_Ratio_lag1,Target_Close_3D,Target_Return,Target_Direction
ADANIPORTS,2025-05-19,1407.5,1410.6,1392.0,1398.3,1385.69,1317210,-0.006465823504334334,1300.56,1215.19,1349.8114547190114,1294.3926559123483,55.41879880666306,46.80764328977971,79.16408668730645,0.02351361688514256,1446.9978064500149,1154.122193549985,44.66428571428575,1181.2,1424.9,4018628.1,0.3277760387929403,-0.006465823504334334,82.40628778718258,72.76139410187666,54.91528719167718,52.54731000757988,0.0008533636751528739,0.6664862966917453,1371.4,-0.019237645712650964,0
ADANIPORTS,2025-05-20,1399.0,1407.3,1381.4,1384.6,1372.11,2970441,-0.00979761138525359,1307.635,1221.8210000000001,1355.1635386083942,1301.0746814003226,54.08885720807166,48.2638860734381,75.46941247728645,0.02339397867935728,1456.0434729457943,1159.2265270542057,44.9857142857143,1181.2,1424.9,3864691.05,0.7686102101227471,-0.016200085263606834,79.16408668730645,82.40628778718258,55.41879880666306,54.91528719167718,-0.006465823504334334,0.3277760387929403,1395.4,0.007800086667629769,1
ADANIPORTS,2025-05-21,1380.0,1391.0,1370.2,1384.6,1372.11,1993690,0.0,1315.205,1228.354,1359.6922249763336,1307.2617420373358,52.430482938997784,49.09720544655004,75.46198121781273,0.023216984529629652,1463.0712621211528,1167.338737878847,44.857142857142875,1181.2,1424.9,3817748.7,0.522216142723066,-0.016200085263606834,75.46941247728645,79.16408668730645,54.08885720807166,55.41879880666306,-0.00979761138525359,0.7686102101227471,1400.2,0.011266791853242974,1
ADANIPORTS,2025-05-22,1380.1,1408.0,1358.6,1371.4,1359.03,3186493,-0.00953343926043615,1321.8200000000002,1233.528,1361.4934211338207,1312.012724108644,49.480697025176596,49.17390376227536,68.25075834175937,0.023477609344631972,1467.1666216361766,1176.4733783638237,42.77857142857145,1181.2,1424.9,3848023.4,0.8280856608096511,-0.02557908199516834,75.46198121781273,75.46941247728645,52.430482938997784,54.08885720807166,0.0,0.522216142723066,1404.2,0.02391716494093621,1
ADANIPORTS,2025-05-23,1383.1,1398.5,1375.0,1395.4,1382.82,1715309,0.017500364590929074,1329.77,1238.712,1366.7098178824635,1318.1895593598556,48.520258522607946,49.04317471434188,60.20278833967049,0.023558047089044982,1472.8196284878907,1186.7203715121093,36.578571428571436,1181.2,1424.9,3827124.6,0.44819784545295444,-0.008526360665056076,68.25075834175937,75.46198121781273,49.480697025176596,52.430482938997784,-0.00953343926043615,0.8280856608096511,1411.0,0.011179590081696889,1
ADANIPORTS,2025-05-26,1395.8,1410.6,1394.8,1400.2,1387.57,1024835,0.003439873871291299,1340.1299999999999,1243.826,1371.862153592854,1324.264406814681,47.597746778172905,48.75408912710809,68.44795539033457,0.021475096247581354,1470.963716883995,1209.2962831160048,34.75714285714287,1184.1,1424.9,3696923.65,0.27721291999092273,-0.00511581639903369,60.20278833967049,68.25075834175937,48.520258522607946,49.480697025176596,0.017500364590929074,0.44819784545295444,1438.6,0.027424653620911288,1
ADANIPORTS,2025-05-27,1397.0,1419.0,1385.4,1404.2,1391.54,2571237,0.0028567347521781805,1349.845,1249.0520000000001,1376.837206886261,1330.1855618654454,46.65164502081552,48.33360030584958,66.35282457879086,0.021460103308019715,1468.2247897935965,1231.4652102064035,34.11428571428572,1202.5,1424.9,3693165.2,0.6962149973686528,-0.0022736961773482944,68.44795539033457,60.20278833967049,47.597746778172905,48.520258522607946,0.003439873871291299,0.27721291999092273,1432.8,0.020367469021506768,1
ADANIPORTS,2025-05-28,1405.0,1427.8,1403.0,1411.0,1398.28,2035398,0.004842615012106588,1359.575,1254.5720000000001,1382.0930212114515,1336.1718165420791,45.9212046693724,47.85112117855415,69.14004914004916,0.02146343824244708,1462.791010080022,1256.358989919978,32.27857142857143,1203.9,1427.8,3675836.1,0.5537238180995067,0.0,66.35282457879086,68.44795539033457,46.65164502081552,47.597746778172905,0.0028567347521781805,0.6962149973686528,1468.0,0.04039688164422395,1
ADANIPORTS,2025-05-29,1421.0,1441.0,1410.5,1438.6,1425.63,1662886,0.019560595322466234,1370.6799999999998,1260.778,1390.786402563536,1343.759089390814,47.02731317272196,47.68635957738771,82.37885462555066,0.021543201552030874,1455.175296661363,1286.1847033386366,31.56428571428572,1242.7,1441.0,3667763.7,0.453378716845908,0.0,69.14004914004916,66.35282457879086,45.9212046693724,46.65164502081552,0.004842615012106588,0.5537238180995067,1432.3,-0.004379257611566767,0
ADANIPORTS,2025-05-30,1442.0,1457.5,1428.8,1432.8,1419.88,2575127,-0.004031697483664609,1379.165,1267.05,1397.2500329383768,1350.354712398902,46.895320539474824,47.528151769805135,72.90991574854182,0.020530492261088308,1451.3605611698433,1306.9694388301566,28.707142857142863,1285.7,1457.5,3261794.0,0.7894818005061018,-0.004031697483664609,82.37885462555066,69.14004914004916,47.02731317272196,45.9212046693724,0.019560595322466234,0.453378716845908,1436.2,0.0023729759910664505,1
ADANIPORTS,2025-06-02,1432.8,1482.0,1425.3,1468.0,1454.76,3164701,0.024567280848687867,1385.2099999999998,1273.667,1408.1346432555495,1359.0691781471314,49.06546510841804,47.83561443752772,77.08333333333334,0.015641029677591404,1465.8529401092908,1304.5670598907088,29.557142857142853,1292.6,1482.0,2710439.2,1.1675971185776828,0.0,72.90991574854182,82.37885462555066,46.895320539474824,47.02731317272196,-0.004031697483664609,0.7894818005061018,1456.7,-0.007697547683923722,0
ADANIPORTS,2025-06-03,1470.0,1472.0,1426.7,1432.3,1419.38,3677200,-0.02431880108991824,1390.785,1279.57,1411.8523904470035,1364.4936834695661,47.35870697743735,47.740232945509646,64.03712296983758,0.01605859549561064,1468.0239395931267,1313.5460604068735,31.37142857142856,1292.6,1482.0,2714085.4,1.354857883248626,-0.02431880108991824,77.08333333333334,72.90991574854182,49.06546510841804,46.895320539474824,0.024567280848687867,1.1675971185776828,1471.7,0.027508203588633817,1
ADANIPORTS,2025-06-04,1432.3,1441.1,1423.1,1436.2,1423.25,1446972,0.002722893248621183,1395.685,1284.8239999999998,1415.5981765320798,1369.8052624718205,45.79291406025936,47.35076916845959,58.10810810810811,0.01592003488703173,1471.2947257737117,1320.0752742262882,29.935714285714262,1292.6,1482.0,2622941.65,0.5516600035688938,-0.021662125340599414,64.03712296983758,77.08333333333334,47.35870697743735,49.06546510841804,-0.02431880108991824,1.354857883248626,1467.1,0.021515109316251113,1
ADANIPORTS,2025-06-05,1443.8,1467.7,1438.0,1456.7,1443.56,2019939,0.014273778025344575,1401.865,1290.409,1421.921533988683,1376.24190969613,45.679624292552944,47.01654019327827,62.06558981889378,0.015986853731005817,1476.1291735541513,1327.6008264458487,30.4785714285714,1292.6,1482.0,2470055.5,0.817770693816394,-0.007697547683923722,58.10810810810811,64.03712296983758,45.79291406025936,47.35870697743735,0.002722893248621183,0.5516600035688938,1473.8,0.011738861810942414,1
ADANIPORTS,2025-06-06,1456.7,1478.9,1453.7,1471.7,1458.43,1269864,0.010297247202581072,1410.135,1296.067,1429.5797595288857,1383.3128793482686,46.266880180617136,46.86660819074604,67.45956232159851,0.01492827067459774,1475.9472457009892,1344.3227542990107,30.94999999999998,1345.5,1482.0,2384580.4,0.5325314256545932,0.0,62.06558981889378,58.10810810810811,45.679624292552944,45.79291406025936,0.014273778025344575,0.817770693816394,1456.4,-0.010396140517768493,0
ADANIPORTS,2025-06-09,1482.0,1484.0,1463.1,1467.1,1453.87,1493331,-0.0031256370184141735,1415.3849999999998,1301.3929999999998,1435.3521042167492,1389.5193327298782,45.832771486871025,46.65984084997104,70.51218299353556,0.012294647320323447,1481.812396852717,1348.9576031472825,30.592857142857138,1347.1,1484.0,2276107.7,0.6560897799344029,-0.0031256370184141735,67.45956232159851,62.06558981889378,46.266880180617136,45.679624292552944,0.010297247202581072,0.5325314256545932,1445.8,-0.014518437734305722,0
ADANIPORTS,2025-06-10,1472.0,1494.0,1469.8,1473.8,1460.51,2125187,0.004566832526753384,1420.6150000000002,1307.22,1441.26716510648,1395.7623451202576,45.5048199862224,46.42883667722131,71.46294513955729,0.012291566696898222,1488.192706538839,1353.0372934611614,31.028571428571436,1358.6,1494.0,2214537.1,0.9596529225001468,0.0,70.51218299353556,67.45956232159851,45.832771486871025,46.266880180617136,-0.0031256370184141735,0.6560897799344029,1405.0,-0.04668204641063911,0
ADANIPORTS,2025-06-11,1473.8,1476.0,1448.8,1456.4,1443.27,2192673,-0.011806215225946493,1424.8449999999998,1312.7160000000001,1443.5952935516368,1400.2540232594977,43.34127029213914,45.81132340020488,70.04716981132076,0.012773326726373564,1490.1085942684654,1359.5814057315342,29.442857142857147,1358.6,1494.0,2246301.8,0.9761257369779965,-0.011806215225946493,71.46294513955729,70.51218299353556,45.5048199862224,45.832771486871025,0.004566832526753384,0.9596529225001468,1400.6,-0.03831365009612753,0
